title,rating,stars
楚留香新传,4.0分,"主演张智尧,樊少皇,金巧巧,刘德凯,傅艺伟,黄娟,夏一瑶"
曹操,5.0分,"主演赵立新,古巨基,韩雪,尹君正,孙洪涛,王翰,岳红,林妙可,雷恪生,张玉洁"
幸福来了你就喊,3.0分,"主演姜武,陈励,于莉,程莉莎,刘佩琦,丛珊,许文广,韩善续,王虎城,刘丹"
马向阳下乡记,2.0分,"主演吴秀波,王雅捷,李洪涛,梁爱琪,姜寒,马卫军,高晓菲,来喜,谭洋,朱怀旭,李昊臻,张小斐"
神医喜来乐传奇,5.0分,"主演李保田,金玉婷,吴军忱,王晓晨"
太平天国34集版,1.0分,"主演高兰村,王诗槐,孙飞虎,王菁华,张志忠,韩再峰,何涌生,刘兵,杨童舒,李建群,卢勇,于德安,金玉婷,周迅,胡天鸽,侯永生,李明,王岗,林强,黄河,师小红,彭军,陈保家,韩振华,周易伦,宋日昕,赵景文,徐洪浩,潘杰,史宗宏,苏克石,刘海利,胡小庭,李全忠,孙德利,梁兴家,王基民,兰岚,汤志江,郝铁男,郭涛,蔡棣,李延松,杜君,杨静,胡兆峰,张杰,陆伟,钟鑫培,杨基民,宋来运,王海龙,贺阳,威廉·诺安"
我爱你2020,5.0分,主演亚孟乐 张沅媛 吴慕晨 冯光荣
沙僧日记,5.0分,"主演肖旭,肥龙,曹然然,龚格尔,古筝"
神探杨金邦,4.0分,"主演黄宗泽,杨淇,郭明翔"
这里的黎明静悄悄,5.0分,"主演Tatyana Ostap,Aleksandra Teryaeva,阿·叶·索科洛夫,特·亚·奥斯塔普,德·布·西蒙年科,斯·阿·格拉德涅娃,叶·格·马尔采娃,阿·阿·捷里亚耶娃,勒·普·科列斯尼科娃,勒·姆·卡扎科娃,伊·格·瑟索延科,奥·伊·博伊科,尤·弗·罗戈列夫,伊·姆·奥梅利科夫,弗叶·贡恰鲁克,德·伊·伊夫金,安娜·捷尼拉洛娃,尤·勒·叶戈罗夫,克·恩·库奇金,叶·弗·瓦尔茨"
法门寺猜想,2.0分,"主演袁立,周里京,王涛,沈琳,谭小燕"
一诺无悔,3.5分,主演郭广平
巴啦啦小魔仙,2.0分,"主演廖景萱,孙圳,黄安仪"
咱家那些事,3.0分,"主演黄志忠,陈小艺,朱媛媛,周小斌,胡亚捷,崔可法,赵淑珍,冯雷,陆建艺,练练,杨静,周炜,黑妹,倪虹洁,句号,傅羽佳,刘欣,唐旭,那威"
芸娘,5.0分,"主演安以轩,刘雪华,冯绍峰,张勋杰,岳跃利,涂黎曼,王岗,徐幸"
当铺,4.0分,"主演丁海峰,倪大红,王丽坤,李欣凌,姜峰,李小萌"
连环套,2.0分,"主演于和伟,张志坚,王丽坤,王洛勇,郑晓宁,鲍大志,冯嘉怡"
我成了他的班主任,3.0分,"主演陈怡馨,卢东旭,孙嘉琪,马昂,宋一雄,闪蓝桥,张冠森,孙熹之,索朗美淇,鲍李宁"
金战,5.0分,"主演周显欣,黄觉,张博,潘之琳,黄勐,郭凯敏,林栋甫,张喜前,李媛"
最后的99天,2.0分,"主演张涵予,段奕宏,车晓,石维坚,宗平,胡海锋,李玥,王若心,张志忠,陈婷"
楼下女友请签收,3.3分,"主演王冠逸,徐好,王泽轩,傅姝阳,吴昊泽,涂冰,王小橙,倪寒尽,白昕怡,李颖,罗正"
外星小子哆布哆,1.0分,"主演贺瑞文,郑伟,黄誉博,香奈儿,蔡文凯"
大丈夫2014,3.0分,"主演李小冉,王志文,俞飞鸿,江珊"
娘家的故事2,3.0分,"主演桑叶红,何赛飞,王骏毅,赵越,尚于博"
娘家的故事3,3.0分,"主演尚于博,马雅舒,何赛飞,林在培,杨婷婷,郭超"
钢铁是怎样炼成的,2.0分,"主演安德列·萨米宁,列霞-萨玛耶娃,尼克莱-巴科拉恩"
狐门秘事第一季,2.0分,"主演周阶,陈奕木,吴宣萱,罗翔,廖芊婵"
清平乐,4.4分,"主演王凯,江疏影,任敏,杨玏,边程,叶祖新,喻恩泰,王楚然,刘钧,孙坚"
清平乐DVD版,3.0分,"主演王凯,江疏影,任敏,杨玏,边程,叶祖新,喻恩泰,王楚然,刘钧,孙坚"
穿越谜团,5.0分,"主演张歆艺,袁弘,江珊,孙淳,高鑫,李凤绪,袁文康,迟蓬,吕夏,肖雨雨,马书良,朱锐,冯鹏,薛佳凝,熊乃瑾"
林师傅在首尔,5.0分,"主演林永健,张瑞希,张佳宁,赵锦焘,丹琳,刘维,谭松韵,代乐乐,宋丹丹,李琦,王耀庆,波多江青,张野,吴秀波,巴图,徐冬冬,夏雨"
砚道,1.0分,"主演陈晓东,翁虹,杨晶"
燕子李三,4.0分,"主演张立,林芳兵,李琦,刘长纯,金巧巧,舒耀瑄,姬麒麟,常江,潘俞,廖学秋,管寿义,孟春江,何施雨,李明启,邱悦,刘延广,段宇华,赵箭,李奕泽"
一米阳光,4.0分,"主演何润东,孙俪,印小天,于娜,艾伟,冼色丽,迟帅,任伟,黑子,刘莉莉"
侠探简不知,3.0分,"主演于济玮,王燕阳,王若珊,马泽涵,黄日莹,王星玮,郝帅"
刁蛮新娘,1.0分,"主演杨幂,李东学,孙坚,王琳,田丽,周绍栋,魏宗万,吴刚,周乐,李芳雯"
爱啊哎呀，我愿意！,2.0分,"主演陈怡蓉,郭品超,徐越,热依扎,宋珉宇,游艾迪"
天桥十三郎,5.0分,"主演徐峥,徐锦江,邢岷山,商蓉,罗海琼,沈晓海,王灵,姜黎黎,叮当,张粤"
结婚进行曲,2.0分,"主演徐峥,张延,白庆琳,牛萌萌"
上海一家人,3.0分,"主演李羚,何伟,谢园,曹翠芬,朱晨迪,沈洁"
便衣支队,1.0分,"主演贾乃亮,吴京安,董可飞,衣珊,于咏琳,邵峰"
今夜天使降临,5.0分,"主演李小冉,马苏,刘涛,李晨,鲍起静"
三七撞上二十一,4.0分,"主演王千源,闫妮,张译,邢宇飞,李明启,李博,杜建桥"
武则天秘史,2.0分,"主演刘晓庆,斯琴高娃,赵文瑄,唐国强,钟欣潼,殷桃,申军谊,秦海璐,余少群,郑爽,田宇鹏"
风尘三侠之红拂女,3.0分,"主演舒淇,霍建华,江华,杨渝渝,姚采颖,郑则仕,李乐,于荣光,贾乃亮,侯勇,庞庸之,罗湘晋,刘芸,司光敏,董志华,张春仲,秦焰,铁鹤,王星凯,白玉,刘新渝,董艺薇,张宇,张熙,蔡小龙,赵冬柏,郭明翰,侯桐江,李方之,郭鑫,舒丽,吴东明,于文"
致单身男女,5.0分,"主演陆毅,张俪,耿乐,李曼,刘俊孝,张璇,梁靖琪,薛佳凝,苏小明,王诗槐,马羚,关喆,王超,吴旭东"
似水年华,3.0分,"主演黄磊,刘若英,李心洁,朱旭,苏慧伦,黄舒骏,扈强,林继东,周德华,卜学亮"
结婚前规则,4.0分,"主演马苏,沙溢,李乃文,刘羽琦,许娣,马书良,杨青,王昱淇,林家川,殷桃,王博谷,许歌,李龙君,姜邵文"
天下兄弟,4.0分,"主演聂远,吴健,刘佩琦,董勇,王力可,陈建斌,丁嘉丽,吴紫彤,韦玮,徐秀林,杜源,石天琦"
无法抗拒,2.0分,"主演邵兵,涓子,李明启"
凶案现场,3.8分,"主演王青,刘怡潼,李欣燃,彭静,闫鹏,靳梦楠"
全世界最好的你,4.0分,"主演宋伊人,张耀,屈菁菁,马昕墨,李宗霖,宋美萱,郭欣禹,陈泽"
致我们甜甜的小美满,4.0分,"主演龚俊,刘人语,李歌洋,完颜洛绒,安泳畅,高秋梓,廖彦龙"
我们在梦开始的地方,3.0分,"主演宋允皓,夏阳,刘继勋,王璇,翟万臣,秦焰,徐福来"
百里挑一,4.0分,"主演刘子瑞,卢东旭,娄清,王皓轩,缪艺豪,齐世伟,左其铂"
愤怒的蝴蝶,3.0分,"主演吴启华,孟广美,高鑫,韩雪,孔琳,吕晓禾,西村优子,中山俊"
家家有本难念的经,3.0分,"主演刘伟,岳秀清,彭玉,刘金山,于谦,韩善续"
拜托！别黑我！,3.0分,"主演刘芮侨,马梓铭,杨孟霖,丁柳雁,杨俊婷,莫小错,黄由启,袁琢"
孽债,2.0分,"主演赵有亮,严晓频,董蓉蓉,金鑫,吴冕,李艳波,吴竞,王华英,罗振华,屠茹英,杨承云,池华琼,李家耀,李颖,海甲,华明伟,王政钧,李国梁,虞鹏飞,严蝶,谭增卫,李道君,沈伟,沈光炜,刘昌伟,范晓波,刀亚,陈文蓉,吴媚媚,张晓明,高龙妹,沈敏华,李季,王永明,岩香宰,白伟民,舒金声,金慧珠,林燕玉,闽惠琴,许晓林"
自古英雄出少年,2.0分,"主演释小龙,白静,孙一明,吴磊,郑伟,方旭,郑佩佩,梁家仁,汤镇宗,张永健"
汗血宝马,5.0分,"主演聂远,洪宇宙,朴诗妍,李诚儒,张光北,杜子午"
真爱诱惑,2.0分,主演芦伟
少年康熙,1.0分,"主演邓超,潘虹,姚芊羽,刘园园,李建义,初星一,郝柏杰,曹培昌,徐敏,邓立民,罗珊珊,杨紫,韩晓,赵岭,边潇潇"
DA师,5.0分,"主演王志文,许晴,巍子,陶慧敏,张世会,徐洪浩,郭广平"
丝绸之路传奇,1.0分,"主演阿孜古丽·热西提,梅丽古丽·艾买提,宋佳伦,任帅"
突出重围,3.0分,"主演杜雨露,张志忠,郑晓宁,杜志国,曹培昌,王志飞,王海燕,马丽"
爱情宝典,1.0分,"主演范冰冰,朱媛媛,任泉,赵亮,乐珈彤,李解,沈晓海,冯雷,张静初"
总裁的女保镖,5.0分,主演毕雪 高靖函 朱嘉镇 张恒俞
凤穿牡丹,4.5分,"主演李小冉,应采儿,刘恺威,李子雄,谭凯,严晓频,方青卓,刘交心,杜志国"
嫁入豪门,2.0分,"主演佘诗曼,江祖平,钱泳辰,俞小凡,陆昱霖,汤镇业,解惠清,徐晟,钱璇,商忆沙,陈楠,李奕泽,朱荣荣,吴姗姗"
巨神战击队,2.7分,"主演何超,上官梁越,刘禹希,罗鸣,诸笑笑"
巨神战击队之超救分队,5.0分,"主演徐文浩,杨雪,王武义,杨守赋"
不能没有你,5.0分,"主演侯勇,刘之冰,潘雨辰"
上海探戈,2.0分,"主演陈勋奇,刘锡明,周海媚,陈孝萱,林心如,郑佩佩,陈国邦,郑天庸"
猎狐,2.0分,"主演王凯,王鸥,胡军,刘奕君,邓家佳,傅晶,章涛"
来自星星的继承者们,3.0分,"主演赵奕欢,文卓,王栎鑫,秦汉擂,邹杨"
致青春,3.0分,"主演杨玏,陈瑶,张丹峰,蔡文静,马可,董春辉,郭鹏,王若心,苗驰,李岱昆,柏智杰,徐悦,王紫璇,刘奕君"
围屋里的桃花,4.0分,"主演刘蓓,王同辉,吕凉,梁建华,那笛,陈楚翰,张枫霖,唐妍,聂鑫,林毅杰,陈笑非,许还幻,俞瞳,宋笠娜,申军谊,沈丹萍"
灵界基友,1.0分,"主演胡旭晨,赵永奇"
摩登女婿,5.0分,"主演俞杰奇,徐璐,娄艺潇,周云深,钱枫,郭云齐"
豆娘,4.0分,"主演柳小海,阎汶宣,姜寒,杜旭东,曲少石"
幻城DVD版,1.0分,"主演冯绍峰,宋茜,马天宇,张萌,麦迪娜,金喜善,邵兵,胡兵,书亚信,龚蓓苾,汪铎,徐娇,徐可,刘冬沁,张雨剑,陈欣予,黄海冰,逯子,黄德毅,郑佩佩,李晟,严屹宽,沈海蓉,彭杨,王艺曈,姜潮,宫正楠,居来提,秦勇,曲尼次仁,张籽沐,边程,纪姿含,吴优,范世錡,张歆艺,白冰,邓莎,王嵛,王艺禅"
我的娜塔莎,5.0分,"主演朱亚文,伊莉莎,岳跃,马恩然,白恩,秦卫东"
你在微笑我却哭了,3.0分,"主演高圆圆,张志忠,孙嘉一,黄梅莹,左翎,文章,刘欢,田小洁,林雨申,石维坚,盖克,王柠,宋宁峰,李飞,董为民,苏勤,杜军,董玥"
我在今天等你爱我,5.0分,主演刘倩 吴嘉硕 李维 王昊
十六岁的花季,4.0分,"主演战士强,吉雪萍,池华琼,杨晓宁,何威"
七剑下天山,2.5分,"主演赵文卓,吕良伟,王学兵,蔡少芬,李小冉,马精武,孙菲菲,谭凯,梁家仁,爱戴,于承惠,乔振宇,张博,计春华,桑伟淋,王丽坤,高露,汤镇业"
嘿，孩子！,2.5分,"主演蒋雯丽,李小冉,刘天佐,郭晓东,韩青,齐溪,郑恺,白志迪,姜宏波"
红线俱乐部之冤家路窄,2.0分,"主演杨净如,王泫伊"
奇妙的时光之旅,1.0分,"主演林心如,贾乃亮,徐璐,王雨,金圣柱"
踏破硝烟,3.0分,"主演于震,景岗山,尹雨航,张一龙,王晓龙,胡春勇,金浩,张春雨,刘小锋,马德华,田小洁,薛俨,李修蒙,王伟,程砚秋,赵亮,王绘春,李耀景,张风,寇占文"
金蚕丝雨,2.0分,"主演吴京,李小冉,何美钿"
战狼,2.0分,"主演连奕名,王千源,何政军,张光北,刘琳,刘敏涛"
父亲的身份,1.0分,"主演陈建斌,俞飞鸿,曹卫宇,齐溪,任帅,冯恩鹤,俞灏明,崔可法,林熙越,安琥,鲍国安,李煜,周铁,朱颜曼滋,鹿凌桀,宋宁峰,李育生,张立,何铁红,曹丞,高维,高群书,张烨子,雷鸣,刘洋影子,王兵,陈加伦,侯佩珊,马鑫,刘鹏,周大庆,冷小明,刘洋,邓名将,马国庆,马国伟,邢飞,任海龙,陈韦辰,隋奕名,帛展,李国庆,赵铮,王丽涵,赵明义,顾小白,刘坤山,杨旭,李紫东,王浩然,胡海顺"
微象,4.0分,"主演周一诺,左立,李任燊,王媛媛"
翻身姐妹第一季,5.0分,"主演蒋梦婕,弦子,沐奕杉,温超,刘頔"
狄仁杰断案传奇1996,2.0分,"主演马昌钰,孙承政,雍和平,王九胜"
天堂马帮,2.0分,"主演王海地,陆玲,郑皓原,李雅希,郭铁城,蒋恺,赵恺依,孙荣,杨猛,马捷,李洋,李明,马晓峰,王群英,张绍斌"
报告王爷，王妃是只猫第一季,4.0分,"主演袁雨萱,张炯敏,陈品延,蔡祥宇,高智洋,王宥钧,张雷,孙泽霖"
报告王爷，王妃是只猫第二季,2.0分,"主演袁雨萱,张炯敏,陈品延,蔡祥宇,高智洋,王宥钧,张雷,孙泽霖"
大武生2007,3.0分,"主演于荣光,陈小艺,李欣凌"
天涯热土,5.0分,"主演凌潇肃,啜妮,陈维涵,宋晨,李净洋,任彬,黄海,李政宇"
流星蝴蝶剑2002,5.0分,主演郑少秋 / 丁子峻 / 徐少强
流星蝴蝶剑2010,5.0分,"主演陈意涵,王艳,陈楚河,黄维德,刘德凯,贺刚,张璇,刘永,周奇奇,桑伟淋,邓立民"
旗舰,4.0分,"主演贾一平,王庆祥,陆剑民,高明,傅冲,何苗,张镝,王静,丁宁,高鑫,马小益,储智博,杜旭东"
爱的妇产科2,4.0分,"主演朱丹,杨祐宁,孙坚,魏千翔,王笛,严晓频,李依玲,辉灿,练练,许绍洋"
傻王闯天下,2.0分,"主演郭晋安,曾宝仪,赵亮,寇振海,何苗,刘东浒,万妮恩,王建新"
血色湘西,2.0分,"主演白静,卫仑,宋雨霏,高梓淇,张光北,刘敏涛,黄品沅,王劲松"
天字一号,2.0分,"主演黄志忠,陆玲,谢冰冰"
隐形将军,1.0分,"主演黄觉,祖峰,郭珍霓,孙洪涛,寇振海,王奎荣,姚安濂,赵汉唐,陆玲,杜若溪,黄品沅,曹克难"
卫生队的故事,5.0分,"主演闫妮,高亚麟,张乔玫,刘思言,殷桃,郑恺,刘敏,洪剑涛,姜超,毛孩,陈铮,林永健,沙溢,姚晨,肖剑"
长安少年行,4.6分,"主演王玉雯,吴希泽,刘奕畅,谢彬彬,漆培鑫,李博洋,温晴,金钟,谢诗煜"
神枪之出生入死,2.0分,"主演袁志博,徐僧,文静,马诗红,陶宇佳,王沁宜,刘硕,宋佳伦,凤翔,宋庆,柏影,王太新,付庆"
无敌县令,4.0分,"主演苏有朋,王艳,宋丹丹,黄晓明,王斑,赵毅,寇振海,曹秋根,李明,叮当,林静,佟瑞欣,王岗,初星一,毛乐"
恋爱播放列表,2.0分,"主演王旭东,余佳淼,李沐芷,许淇杰,谢兴阳,张俐晴,张雷"
狐门秘事第二季,3.0分,"主演周阶,陈奕木,吴宣萱,罗翔,廖芊婵"
我的刺猬女孩,4.0分,"主演李逸男,庄达菲,何泽远,王锐,郑妙,刘威龙,余昊洋,牟凤彬"
从将军到士兵,1.0分,"主演于荣光,吕丽萍"
满仓进城,3.0分,"主演车晓,于晓光,李明启,徐松子,王丽云,刘钇彤,金巧巧,隋存毅"
生活启示录,5.0分,"主演闫妮,胡歌,果靖霖,刘敏,杨昆,王诗槐,吕凉,方芳,韩雯雯,马德钟"
湘西往事,1.0分,主演尚天瞳
东璧之药不能停,1.0分,"主演傅汉源,黄靖翔,袁嘉艺,石维雯,张力文"
二龙湖爱情故事2020,3.0分,"主演张浩,徐子涵,顾靖,吴尔渥,李超龙,代新,盖中盖,蓝波,李野,李宏宇,张赢,孙佳妹,精灵"
天醒之路,3.0分,"主演陈飞宇,熊梓淇,程潇,邓恩熙,虞祎杰,尚璇,王嘉宁,肖顺尧,闪蓝桥,谢君豪,金泽灏"
狄仁杰断案传奇1986,3.0分,主演孙承政
假如我有超能力,2.0分,"主演王子睿,刘语乔,张歌,杨舒枫"
猫舌怕烫烫,4.0分,主演戚静怡
长大,5.0分,"主演白百何,陆毅,江疏影,赵子琪,张子萱,白宇,格桑,李泽锋,辛雨锡,冯嘉怡,吴玉芳,邹少官,章申"
我爱钟无艳,4.0分,"主演范文芳,罗嘉良,郑则仕,林湘萍,陈紫涵,海俊杰"
小国多爱,3.0分,"主演浪都张小哥,黄大川,EMMA 刘,海爷"
神秘医院,1.0分,主演杜宜峰
深不可测,1.0分,主演崔永豪 赵旭 赵小帅 任舒润 葛柯柯
师爷请自重,3.0分,"主演章若楠,张昊唯,马闻远,张柏嘉,戴景耀,李莎旻子,刘泽庭"
开天辟地,4.0分,"主演黄海冰,蒋勤勤,张萌,陈建斌,靳东,汤灿,卢奇,赵立新,王诗槐,龚洁,于毅,宋佳伦,姚安濂,翟天临,魏千翔,葛子铭,许超,李天烨,李文俊,王翀,杨毅,赵雪莲,盖亦,赵伟栋,孙学正,郝刚,阚金明,云峰,侯勇,沈渤,丁俊,任伟,蔡丹丹,李飞,贾维,王瞳,卢亚宁,李斯博,刘星汉,刘兴雷,蒲双成,何欣,许晚秋,俞鹏,徐双在,池东,李文波,华峰,徐琛琛,刘志云,赵新伟,苗爱国,冯涛,戴建青,张海峰,季颖,郑"
爱你不放手,1.0分,"主演李宗翰,李康宜,范舒然,游智翔,包文婧,徐美玲"
幸福在一起,2.0分,"主演秋瓷炫,凌潇肃,馨子,高仁,王一鸣,纪姿含,熊俊豪,法图麦·天缘,高玉玺"
北京人在纽约,3.0分,"主演姜文,严晓频,王姬,马晓晴,周丽华,高国华,刘晓莉,慎广兰,戴博,柯志凌,福莱德,邢凯"
娘家的故事,2.0分,"主演石维坚,何赛飞,林在培,马娅舒,于小磊,尚于博,杨婷婷"
我的故乡晋察冀,5.0分,"主演孙涛,齐芳,文江,王强,杜旭东,战姿含,闫学晶,魏积安,邓钢,巴宁,张煜龙,候剑,杨晓丹,徐小飒"
我家的春秋冬夏,5.0分,"主演杨立新,闫学晶,张小磊,徐露,刘敏,尹铸胜,李姝,张颖,张冯喜,关栋天,许圣楠,冯晖"
被催眠的催眠师,4.0分,"主演杨玏,朱颜曼滋,杨奇鸣,何美璇,韩丹彤,鲍鲲,左腾云,方晓莉,刘沙"
异镇,4.0分,"主演王千源,王力可,王挺,周放,张洪睿,秦俊杰,蒙亭宜,李立群,牛犇"
真情告别,3.0分,"主演胡兵,瞿颖,胡东"
狙击手,1.0分,"主演佟大为,刘孜,于滨,邵峰,李依晓,毛孩,矢野浩二"
乱世书香,5.0分,"主演吴秀波,陶虹,姜武,咏梅,张鲁一,谢园,张嘉译,陈丽娜"
乌鸦嘴妙女郎,3.0分,"主演王传君,毛晓彤,章龄之,陈彦妃,张瑞涵,尹正,牛犇,何中华,许绍雄,岳跃利,蒋璐霞,刘东浒,周秀娜"
仁者无敌,4.0分,"主演李幼斌,张光北,刘立淇"
七武士,2.0分,"主演孙耀威,马伊琍,王艳,邵峰"
蝴蝶兰,1.0分,"主演赵明明,施大生,吴竞"
新少林寺1999,5.0分,"主演樊少皇,吴京,朱茵,钱小豪"
猛虎突击队,2.0分,"主演于慧,陈锐,刘牧,朱铁,林永健,张光北,毛晓彤"
垂直打击,2.0分,"主演王新军,胡亚捷,殷桃,刘思言"
狙击,3.0分,"主演陶泽如,韩莺,石兆琪,王奎荣,张磊,张立,弘彪"
沙场点兵,3.0分,"主演侯勇,任程伟,潘雨辰,高峰,洪涛,陶慧敏,沙景昌"
少年嘉庆,2.0分,"主演张国立,王刚,黄维德,郑家榆,张默,刘牧,岳秀清,李建义,徐美玲,张春年"
失恋33天,1.0分,"主演张默,姚笛,沈佳妮,张博,陈亦飞,潘之琳,叶一云,戈伟如,余雨,冯雷,黄艺馨,程怡,于莎莎,陈希,寇博,佟丽娅,陈思诚,曾泳醍,张歆艺,周泓,任重,李晨,张一山,张译,冯鹏,姜超,许娣,施诗,刘芸,文章,白百何,何曙霞,倪大红"
我的西游,5.0分,"主演张博涵,肖阳,黄一琳,徐子菲,刘鑫鹏,孔庆冰,穆泉,张燕妮,邓立超"
真情年代,3.0分,"主演侯勇,于和伟,殷桃,丁志城,姜宏波"
中国神探,4.0分,"主演申军谊,蒋林静,陈男"
捕蛇行动,4.0分,"主演陶泽如,吴秀波,王姬,宋运成,韩雯雯"
亲兄热弟,3.5分,"主演张国立,陈建斌,邓婕,陶虹,刘燕军,谭洋,柳渊,林永健"
小明和他的小伙伴们第一季,3.0分,主演魏子煜
小明和他的小伙伴们第二季,4.0分,"主演魏子煜,周梓航,孔祥月,张亚楠,侯振尧,李潇,李家明"
小明和他的小伙伴们第三季,5.0分,"主演李潇,魏子煜,孔祥月,李家明,范金子"
牦牛岁月,1.0分,"主演魏大勋,孙蔚,仁青顿珠,黄品沅,多布杰"
彼岸花,5.0分,"主演林允,宋威龙,何润东,王耀庆,李心艾,谢彬彬,冯波,宋海颉,辛一"
有你才有家,1.0分,"主演任程伟,练练,解至腾,简莉纹,刘锐,陈雅斓"
馒头日记,2.0分,"主演谢添天,冯骏骅,夏磊,杨鸥,醋醋（文晓依）"
南少林,1.0分,"主演吴京,李绮虹,张铁林,李楠,淳于珊珊,乐珈彤,张静初,王建新,穆立新,陈继铭,孟耿如,袁咏仪,晋松,刘刚"
一个女儿四个爸爸,1.0分,"主演成晖,董晓光,翁小荻,宋嵩"
我的丑娘,3.6分,"主演张少华,江宏恩,罗海琼,李勤勤,郑晓宁,刘佳佳,李颖,张海燕,王连生"
名门劫,2.0分,"主演周一围,孔琳,沈佳妮,高明,郑恺,牛飘,王媛可,马睿"
且行且珍惜2015,2.0分,"主演高露,翟天临,朱刚日尧,贺镪,王妍之,赵柯,吴倩,张凌烽,徐以若,田淼,迟志强,赵毅维,姚卓君,崔可法,迟国栋"
少林武王,2.0分,"主演吴京,法提麦·雅琦,计春华,淳于珊珊,许还山,黄奕,于承惠,于海,徐向东,靳德茂,黄海冰"
毕有财,5.0分,"主演林永健,宁静,刘蓓,吕一,杨蕊,谭凯"
星星的故乡,4.0分,"主演马景涛,田丰,颜凤娇,吴静娴,刘延方,方向中"
你在我的右手边第一季,2.0分,"主演朱泳腾,李子雄,刘亚津"
你在我的右手边第二季,3.0分,"主演朱泳腾,李子雄,刘亚津"
我为什么没有男女朋友,1.0分,"主演宿宇杰,徐乐同,程诗迦,陶媛媛"
韫色过浓,4.3分,"主演张予曦,丁禹兮,师铭泽,完颜洛绒,林昕宜,张垚,吴恙"
特案追缉,1.0分,"主演姚卓君,周楚濋,傅天骄,徐以若,文梦洋"
秋蝉,5.0分,"主演任嘉伦,李曼,刘欢,何杜娟,菅纫姿,刘学义,梁婧娴,傅方俊,胡亚捷,李亭哲,张涵予,李小冉,王劲松,韩栋,何中华"
安居,2.0分,"主演王志飞,李晓峰,程煜,吴冕,丁勇岱,刘敏涛,方子哥,褚栓忠,张墨锡,马精武,来喜,邬立朋,傅晶"
纯真的年代,4.0分,"主演李亚鹏,应采儿,高虎,倪土,王亚梅,于小慧"
男人不难嫁,1.0分,"主演张世,牛莉,王一楠,马晓峰,张植绿,周野芒,顾晓东"
锁春记,5.0分,"主演马伊琍,于和伟,咏梅,甘婷婷,孙玮"
海狼行动,3.0分,"主演于震,施京明"
惊天阴谋,3.0分,"主演刘钧,施京明,朱婷,涂松岩"
剧场,5.0分,"主演陈数,翟天临,孙淳,种丹妮,梁丽,鲍大志,师悦玲,崔新琴,霍璇,常汝言,李悦然,张宁益,孙浩浩,李明震,李涓,上白,邢城,刘秀芝,周荣,胡嘉轩,吴济如,邱浩,冯丹菊,于翔,徐艺芳,郭沫,刘乃强,翟晓鸣,邓钢,王涵,麻骏,李德龙,鲁莽,牟芮,白鹭,孔明,胡姐,麻雅娜"
那年青春我们正好,3.0分,"主演刘诗诗,郑恺,种丹妮,刘洁,刘冬沁,王超,李浩轩,张凌烽,曹卫宇,刘钧,赵岩松,陆玲,贺镪,红木,陈平子,俞颖,张佳琳,王诗淇 ,刘一缇,刘佳,于京田,于春,王春妹,刘海涛,赵熙元,陈大成,红旗,王辽,于永霖,张艺大,陈新华,刘雪萍,雷诺儿,帅杰"
延安锄奸,3.0分,"主演郭铁城,陈紫函,张帆,王奎荣,李玉峰,张茜,赵珈琪,包贝尔,冯玉玺,夏阳,沈敬义,管越,夏天,阚雨"
凤在江湖,3.0分,"主演赵鸿飞,戴娇倩,曹颖"
好妻子,2.0分,"主演姚芊羽,李威,周昱彤,李泰,赵文瑄,夏力薪,岳跃利,祝向阳,析源,许榕真,常亮"
地雷战传奇,2.0分,"主演黑子,史奕,仇世杰,万心昕,赵小熠,张志宏,张页石,李明臣,卫晓茼,田万鸿,陈廷嘉"
海灯传奇,4.0分,"主演赵长军,刘洁,葛江虹,王北龙,赵克明,李永生"
江阴要塞,1.0分,"主演刘涛,韩栋,韦玮,李庆祥,许榕真"
浪子燕青,5.0分,"主演吴樾,于娜,侯勇,王绘春,宁静,姜昕言,商蓉,陆诗雨,刘沙,沉浮,杨健广,杜旭东,熊英,于艳,邓淑丽,董娴"
猎人2016,1.0分,"主演黄轩,高鑫,王思思,鲍鲲,曹征,刘莉莉,高冬平,李依蔓,张瑶,李晓峰,韩童生,于震,荆浩"
让爱化作珍珠雨,5.0分,"主演于波,秋瓷炫,吴辰君,杨俊毅,尚于博,郑渊洁,刘永,林利霏"
天上掉下个林妹妹,2.0分,"主演王皓,李佳璘,傅艺伟,金安歌,方青卓,朱茵"
宜昌保卫战,3.0分,"主演童蕾,徐佳,丁宁,吕良伟,章宇昂,侯勇,曹卫宇,陈小春,王帅"
远去的飞鹰,3.0分,"主演朱亚文,姚笛,刘劲,贾延鹏,罗晋,邬君梅,赵玲琪,郭秋成,高锦,魏冠男"
我的金山银山,1.0分,"主演范明,是安,代乐乐,李洪涛,王薇,马书良,王建国,宋家腾,赵思"
遍地书香,4.0分,"主演来喜,王雅捷,范雷,盛石头,牛犇,廖京生,陈铮,王程"
黑色名单,4.0分,"主演黄觉,颜丹晨,王政钧,姚安濂,张铁林,万弘杰,杨烁,张佳宁,李雨泽,蒋婧,万美汐,许圣楠"
飞刀又见飞刀2003,4.0分,"主演张智霖,林心如,董洁,高鑫,寇振海,岳跃利,孙兴,郑国霖,李学庆,刘卫华,韩雪"
古董局中局Ⅱ：鉴墨寻瓷,1.0分,"主演夏雨,魏晨,阿丽亚,梁静,毕彦君,舒耀瑄,沙宝亮,张承,季东燃,戴笑盈"
花繁叶茂,5.0分,"主演尚大庆,王迅,朱墨,邵峰,白一弘"
